company_permalink,company_name,homepage_url,company_category_list,funding_total_usd,status,company_country_code,company_city,funding_rounds,founded_at,first_funding_at,last_funding_at,time_before_first_fund,employee_count,number_of_technologies,annual_rev
/organization/-fame,#fame,http://livfame.com,Media,10000000.0,operating,IND,Mumbai,1,2011-04-12 20:46:43.240577680,2015-01-05,2015-01-05,1363 days 03:13:16.759422320,57,1,1500000.0
/organization/-qounter,:Qounter,http://www.qounter.com,Application Platforms|Real Time|Social Network Media,700000.0,operating,USA,Delaware City,2,2014-09-04 00:00:00.000000000,2014-03-01,2014-10-14,-187 days +00:00:00,4,3,
/organization/-the-one-of-them-inc-,"(THE) ONE of THEM,Inc.",http://oneofthem.jp,Apps|Games|Mobile,3406878.0,operating,JPN,missing,1,2010-05-07 20:46:43.240577680,2014-01-30,2014-01-30,1363 days 03:13:16.759422320,18,10,
/organization/0-6-com,0-6.com,http://www.0-6.com,Curated Web,2000000.0,operating,CHN,Beijing,1,2007-01-01 00:00:00.000000000,2008-03-19,2008-03-19,443 days 00:00:00,0,5,
/organization/004-technologies,004 Technologies,http://004gmbh.de/en/004-interact,Software,0.0,operating,USA,Champaign,1,2010-01-01 00:00:00.000000000,2014-07-24,2014-07-24,1665 days 00:00:00,67,10,5000000.0
/organization/01games-technology,01Games Technology,http://www.01games.hk/,Games,41250.0,operating,HKG,Hong Kong,1,2010-10-06 20:46:43.240577680,2014-07-01,2014-07-01,1363 days 03:13:16.759422320,0,6,
/organization/0ndine-biomedical-inc,Ondine Biomedical Inc.,http://ondinebio.com,Biotechnology,762851.0,operating,CAN,Vancouver,2,1997-01-01 00:00:00.000000000,2009-09-11,2009-12-21,4636 days 00:00:00,30,6,8575000.0
/organization/0xdata,H2O.ai,http://h2o.ai/,Analytics,33600000.0,operating,USA,Mountain View,4,2011-01-01 00:00:00.000000000,2013-01-03,2015-11-09,733 days 00:00:00,370,32,32100000.0
/organization/1,One Inc.,http://whatis1.com,Mobile,1150050.0,operating,USA,San Francisco,3,2011-08-01 00:00:00.000000000,2011-07-20,2014-02-05,-12 days +00:00:00,3,3,22000000.0
/organization/1-2-3-listo,"1,2,3 Listo",http://www.123listo.com,E-Commerce,40000.0,operating,CHL,Las Condes,1,2012-01-01 00:00:00.000000000,2013-02-18,2013-02-18,414 days 00:00:00,0,5,
/organization/1-800-dentist,1-800-DENTIST,http://www.1800dentist.com,Health and Wellness,0.0,operating,USA,Los Angeles,1,1986-01-01 00:00:00.000000000,2010-08-19,2010-08-19,8996 days 00:00:00,140,30,10128000.0
/organization/1-800-doctors,1-800-DOCTORS,http://1800doctors.com,Health and Wellness,1750000.0,operating,USA,Iselin,1,1984-01-01 00:00:00.000000000,2011-03-02,2011-03-02,9922 days 00:00:00,14,13,6000000.0
/organization/1-800-publicrelations-inc-,"1-800-PublicRelations, Inc.",http://www.1800publicrelations.com,Internet Marketing|Media|Public Relations,6000000.0,operating,USA,New York,1,2013-10-24 00:00:00.000000000,2015-02-01,2015-02-01,465 days 00:00:00,4,15,5500000.0
/organization/1-mainstream,1 Mainstream,http://www.1mainstream.com,Apps|Cable|Distribution|Software,5000000.0,acquired,USA,Cupertino,1,2012-03-01 00:00:00.000000000,2015-03-17,2015-03-17,1111 days 00:00:00,43,4,6000000.0
/organization/10-20-media,10-20 Media,http://www.10-20media.com,E-Commerce,2050000.0,operating,USA,Woodbine,4,2001-01-01 00:00:00.000000000,2009-06-18,2011-12-28,3090 days 00:00:00,3,2,32476000.0
/organization/10-minutes-with,10 Minutes With,http://10minuteswith.com,Education,4400000.0,operating,GBR,London,2,2013-01-01 00:00:00.000000000,2013-01-01,2014-10-09,0 days 00:00:00,3,5,8800000.0
/organization/1000-corks,1000 Corks,http://1000corks.com,Search,40000.0,operating,USA,Lake Oswego,1,2008-01-01 00:00:00.000000000,2011-08-23,2011-08-23,1330 days 00:00:00,0,12,
/organization/1000-markets,1000 Markets,http://www.1000markets.com,Art|E-Commerce|Marketplaces,500000.0,acquired,USA,Seattle,1,2009-01-01 00:00:00.000000000,2009-05-15,2009-05-15,134 days 00:00:00,0,4,
/organization/1000chi,Beijing 1000CHI Software Technology,http://www.1000chi.com/,Mobile,43923865.0,operating,CHN,missing,1,2008-01-01 00:00:00.000000000,2010-04-01,2010-04-01,821 days 00:00:00,0,0,
/organization/1000lookz,1000Lookz,http://1000lookz.com,Beauty,0.0,operating,IND,Chennai,1,2008-01-01 00:00:00.000000000,2013-07-22,2013-07-22,2029 days 00:00:00,3,6,6453000.0
/organization/1000memories,1000memories,http://1000memories.com,Curated Web,2535000.0,acquired,USA,San Francisco,2,2010-07-01 00:00:00.000000000,2010-01-01,2011-02-16,-181 days +00:00:00,3,3,2187000.0
/organization/1000museums-com,1000museums.com,http://www.1000museums.com,Curated Web,6795451.0,operating,USA,Lenox,9,2008-01-01 00:00:00.000000000,2009-10-14,2015-11-13,652 days 00:00:00,5,18,4340000.0
/organization/1001-menus,ZenChef,http://zenchef.com/en/,Local Businesses|Restaurants,10661772.9,operating,FRA,Paris,5,2010-11-20 00:00:00.000000000,2012-12-15,2015-11-04,756 days 00:00:00,85,30,3000000.0
/organization/1001pharmacies-com,1001pharmacies.com,http://www.1001pharmacies.com/,Cosmetics|Marketplaces,8900000.0,operating,FRA,Montpellier,1,2012-01-01 00:00:00.000000000,2015-07-09,2015-07-09,1285 days 00:00:00,6,15,3340000.0
/organization/1006-tv,1006.tv,http://www.1006.tv/,Games|Media,10000000.0,operating,CHN,Beijing,3,2009-01-01 00:00:00.000000000,2011-01-01,2014-07-31,730 days 00:00:00,0,1,
/organization/100du-tv,100du.tv,http://www.100du.com,Hospitality,3000000.0,operating,CHN,Shanghai,2,2004-04-13 20:46:43.240577680,2008-01-07,2010-08-13,1363 days 03:13:16.759422320,0,2,
/organization/100e-com,100e.com,http://www.100e.com,Education,4500000.0,operating,CHN,Beijing,2,2002-04-08 20:46:43.240577680,2006-01-01,2006-09-01,1363 days 03:13:16.759422320,2,3,
/organization/100health,Redox,http://www.redoxengine.com,Health Care|Health Care Information Technology|Hospitals,4000000.0,operating,USA,Madison,2,2014-07-04 00:00:00.000000000,2014-11-26,2015-10-20,145 days 00:00:00,240,23,13700000.0
/organization/100plus,100Plus,http://www.100plus.com,Analytics,1250000.0,acquired,USA,San Francisco,2,2011-09-16 00:00:00.000000000,2011-11-02,2011-11-30,47 days 00:00:00,51,19,7000000.0
/organization/1010data,1010data,http://www.1010data.com,Software,35000000.0,acquired,USA,New York,1,2000-01-01 00:00:00.000000000,2010-03-08,2010-03-08,3719 days 00:00:00,210,21,63196000.0
/organization/10alike,Cliptone,http://www.cliptone.me/,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,0.0,operating,CAN,Toronto,2,2012-03-03 00:00:00.000000000,2013-01-01,2014-01-01,304 days 00:00:00,0,3,
/organization/10bestthings,10BestThings,http://10bestthings.com,Curated Web,50000.0,closed,USA,Cleveland,1,2009-04-01 00:00:00.000000000,2009-04-01,2009-04-01,0 days 00:00:00,0,3,
/organization/10k-2,Beans Around,http://beansaround.com/,Coffee|Delivery|Subscription Service,100000.0,operating,missing,missing,1,2015-04-01 00:00:00.000000000,2015-09-04,2015-09-04,156 days 00:00:00,0,0,
/organization/10sec,10sec,https://10s.ec/,E-Commerce|Mobile Commerce|Social Commerce,1600000.0,operating,USA,San Francisco,2,2013-07-08 00:00:00.000000000,2013-10-31,2014-05-08,115 days 00:00:00,26,5,
/organization/10seconds-software,10seconds Software,http://www.10secondsSoftware.com,Enterprise Software|Mobility|Software,100000.0,operating,AUS,Sydney,1,2009-07-01 00:00:00.000000000,2010-07-01,2010-07-01,365 days 00:00:00,2,10,
/organization/10six,10Six,http://10sixenergy.com,Batteries|Electronics|Energy,0.0,operating,USA,New York,1,2010-05-09 20:46:43.240577680,2014-02-01,2014-02-01,1363 days 03:13:16.759422320,0,3,
/organization/10tracks-2,10tracks,http://10tracks.com,iOS|Mobile|Music,0.0,operating,RUS,missing,2,2012-01-01 00:00:00.000000000,2013-07-31,2014-02-03,577 days 00:00:00,3,4,
/organization/10x-genomics,10X Genomics,http://10xgenomics.com,Biotechnology|Technology,55000000.0,operating,USA,Pleasanton,1,2012-01-01 00:00:00.000000000,2015-01-12,2015-01-12,1107 days 00:00:00,1900,27,490490000.0
/organization/10x-technologies,10X Technologies,http://10xtechnologies.com,Biotechnology,3550000.0,operating,USA,Oakland,2,2012-01-01 00:00:00.000000000,2012-11-07,2015-01-12,311 days 00:00:00,0,26,
/organization/10x10-room,10X10 Room,http://10x10room.com,Software,77500.0,operating,USA,Lexington,1,2010-01-01 00:00:00.000000000,2011-10-12,2011-10-12,649 days 00:00:00,3,9,
/organization/11-health,11 Health,http://www.11health.com,Health and Wellness,1958909.0,operating,GBR,London,1,2011-11-25 20:46:43.240577680,2015-08-20,2015-08-20,1363 days 03:13:16.759422320,36,18,2400000.0
/organization/115-network-disks,115 network disks,http://www.115.com/,EdTech|Education,0.0,operating,CHN,missing,1,2008-02-06 20:46:43.240577680,2011-11-01,2011-11-01,1363 days 03:13:16.759422320,31,4,
/organization/117go,117go,http://117go.com,Social Travel,20000000.0,operating,CHN,Shanghai,1,2011-10-01 00:00:00.000000000,2014-04-28,2014-04-28,940 days 00:00:00,1,0,
/organization/11i-solutions,11i Solutions,http://www.11isolutions.com,Enterprise Software,1800000.0,closed,USA,Huntsville,1,2007-06-27 20:46:43.240577680,2011-03-22,2011-03-22,1363 days 03:13:16.759422320,0,0,
/organization/12-labs,12 Labs,http://www.getapplause.com/,Health and Wellness|Personal Health,935000.0,operating,USA,Palo Alto,1,2014-08-01 00:00:00.000000000,2014-11-26,2014-11-26,117 days 00:00:00,0,5,
/organization/12-star-survival,12 Star Survival,http://www.12starsurvival.com,Sports,0.0,operating,DNK,Vinding,1,2013-07-17 00:00:00.000000000,2013-10-17,2013-10-17,92 days 00:00:00,10,0,10000000.0
/organization/120-sports,120 Sports,http://www.120sports.com,Sports,0.0,operating,USA,Chicago,1,2013-01-01 00:00:00.000000000,2014-02-20,2014-02-20,415 days 00:00:00,17,4,7109000.0
/organization/121cast,121cast,http://www.121cast.com,Audio|Mobile|Music,440000.0,operating,AUS,Melbourne,3,2012-02-01 00:00:00.000000000,2012-05-01,2013-06-30,90 days 00:00:00,10,8,10000000.0
/organization/1234enter,1234ENTER,http://www.1234enter.com.br,Advertising|Analytics|Business Services|E-Commerce|Education|Internet Marketing|Small and Medium Businesses,650267.0,operating,BRA,missing,2,2012-01-01 00:00:00.000000000,2012-09-01,2013-11-22,244 days 00:00:00,0,0,
/organization/123feng-com,123Feng.Com,http://123feng.com/,missing,13000000.0,operating,CHN,Hangzhou,1,2014-01-01 00:00:00.000000000,2015-10-27,2015-10-27,664 days 00:00:00,210,1,2000000.0
/organization/123greetings,123Greetings,http://www.123greetings.com/,Internet,5400000.0,operating,USA,missing,1,1997-05-01 00:00:00.000000000,2015-07-23,2015-07-23,6657 days 00:00:00,250,23,10000000.0
/organization/123people,yelster digital gmbh (former 123people),http://yelsterdigital.com,Local Search|Software|Web Design,0.0,acquired,AUT,Vienna,1,2007-01-01 00:00:00.000000000,2008-01-01,2008-01-01,365 days 00:00:00,21,8,
/organization/128-technology,128 Technology,http://www.128technology.com/,Service Providers|Technology,11999347.0,operating,USA,Burlington,1,2014-07-07 00:00:00.000000000,2014-12-16,2014-12-16,162 days 00:00:00,68,20,67500000.0
/organization/12bis,12Bis,http://12bis.com,Publishing|Services,130636.0,operating,FRA,Paris,1,2008-01-01 00:00:00.000000000,2012-03-15,2012-03-15,1535 days 00:00:00,0,14,
/organization/12cm,12cm,http://www.echoss.co.kr,Mobile|Service Providers|Software,1809056.0,operating,KOR,Bundangdong,1,2011-03-18 20:46:43.240577680,2014-12-11,2014-12-11,1363 days 03:13:16.759422320,0,5,
/organization/12return,12Return,http://www.12return.com,Consumer Goods|Retail|SaaS|Software,619494.0,operating,NLD,Gorinchem,1,2010-12-10 00:00:00.000000000,2012-06-01,2012-06-01,539 days 00:00:00,4,15,
/organization/12society,12Society,http://www.12Society.com,E-Commerce,0.0,acquired,USA,West Hollywood,1,2012-01-01 00:00:00.000000000,2012-04-05,2012-04-05,95 days 00:00:00,10,6,1400000.0
/organization/139shop,139shop,http://www.139shop.com,E-Commerce,0.0,operating,CHN,missing,1,2003-05-09 20:46:43.240577680,2007-02-01,2007-02-01,1363 days 03:13:16.759422320,0,0,
/organization/13th-lab,13th Lab,http://13thlab.com,Augmented Reality|Computer Vision|Games|iPad|Mobile,700000.0,acquired,SWE,Stockholm,1,2010-01-01 00:00:00.000000000,2012-06-15,2012-06-15,896 days 00:00:00,2,5,2500000.0
/organization/140-proof,140 Proof,http://140proof.com,Advertising|Big Data Analytics|Interest Graph,5500000.0,operating,USA,San Francisco,2,2010-01-11 00:00:00.000000000,2009-07-01,2011-04-28,-194 days +00:00:00,8,24,
/organization/140fire,140Fire,http://140fire.com,Advertising|Entertainment|Real Time|Social Media|Sports|Video,500000.0,operating,USA,Santa Monica,1,2010-01-01 00:00:00.000000000,2010-05-05,2010-05-05,124 days 00:00:00,0,0,7000000.0
/organization/1417,1417,http://1417power.com,Finance|Venture Capital,0.0,operating,USA,Brentwood,1,2012-01-12 00:00:00.000000000,2015-01-21,2015-01-21,1105 days 00:00:00,0,4,
/organization/15fen,15Fen,http://www.15fen.com/,missing,0.0,operating,CHN,Guangzhou,1,2010-03-22 20:46:43.240577680,2013-12-15,2013-12-15,1363 days 03:13:16.759422320,22,4,2000000.0
/organization/15five,15Five,http://15five.com,Software,3400000.0,operating,USA,San Francisco,3,2011-05-01 00:00:00.000000000,2012-01-01,2014-10-02,245 days 00:00:00,320,31,30000000.0
/organization/15minutesnow,15MinutesNOW,http://15minutesnow.com,Games,200000.0,operating,USA,missing,1,2011-04-19 00:00:00.000000000,2011-05-10,2011-05-10,21 days 00:00:00,2,3,
/organization/15shopstop,15ShopStop,http://15shopstop.com,Fashion,0.0,operating,USA,Los Angeles,1,2014-11-17 00:00:00.000000000,2014-11-17,2014-11-17,0 days 00:00:00,5,0,
/organization/169-st,169 ST.,http://www.junebugreview.com,Entertainment|Games,50000.0,closed,USA,Lake Mary,1,2009-05-15 00:00:00.000000000,2009-06-01,2009-06-01,17 days 00:00:00,0,3,
/organization/16lab-inc-,16Lab Inc.,http://16lab.net,Design|Development Platforms|Wearables,0.0,operating,JPN,Kamakura,1,2013-04-24 00:00:00.000000000,2014-11-26,2014-11-26,581 days 00:00:00,4,10,
/organization/17-media,17 Media,http://17.media,missing,10000000.0,operating,DEU,missing,1,2015-07-15 00:00:00.000000000,2015-11-05,2015-11-05,113 days 00:00:00,0,6,
/organization/170-systems,170 Systems,http://www.170systems.com,Software,14000000.0,acquired,USA,Bedford,1,1990-01-01 00:00:00.000000000,2002-04-16,2002-04-16,4488 days 00:00:00,18,2,14100000.0
/organization/17hats,17hats,https://www.17hats.com,Internet,5250000.0,operating,USA,Los Angeles,2,2014-01-01 00:00:00.000000000,2015-02-18,2015-10-15,413 days 00:00:00,17,31,2679000.0
/organization/17u-cn,17u.cn,http://www.17u.cn,Travel,84440319.0,operating,CHN,Suzhou,3,2004-01-01 00:00:00.000000000,2008-01-01,2014-02-17,1461 days 00:00:00,0,0,
/organization/17zuoye,17zuoye,http://www.17zuoye.com/,Education|Language Learning,135000000.0,operating,USA,Shanghai,5,2007-01-01 00:00:00.000000000,2011-01-01,2015-02-19,1461 days 00:00:00,280,10,336141000.0
/organization/1871,1871,http://www.1871.com,Designers|Internet|Non Profit|Startups,2500000.0,operating,USA,Chicago,1,2010-09-22 20:46:43.240577680,2014-06-17,2014-06-17,1363 days 03:13:16.759422320,610,19,8553000.0
/organization/19pay,19pay,http://www.19pay.com.cn,Finance|FinTech,9478511.0,operating,CHN,Beijing,3,2005-01-01 00:00:00.000000000,2006-01-01,2013-07-01,365 days 00:00:00,30,2,50000000.0
/organization/1bib,1bib,http://www.1bib.com,Cars|Curated Web,0.0,closed,CHN,Guangzhou,1,2006-01-01 00:00:00.000000000,2008-02-07,2008-02-07,767 days 00:00:00,0,3,
/organization/1bog,One Block Off the Grid (1BOG),http://1bog.org,Clean Technology|Residential Solar,5000000.0,closed,USA,San Francisco,1,2008-11-01 00:00:00.000000000,2010-02-11,2010-02-11,467 days 00:00:00,91,6,22589000.0
/organization/1c-company,1C Company,http://1c.ru/eng,Games|Software|Video Games,200000000.0,closed,RUS,Moscow,1,1991-01-01 00:00:00.000000000,2011-10-03,2011-10-03,7580 days 00:00:00,200,19,10000000.0
/organization/1calendar,1calendar,http://1calendar.com,Advertising|Education|Internet|Mobile,40000.0,operating,DNK,Copenhagen,1,2009-01-19 00:00:00.000000000,2008-04-04,2008-04-04,-290 days +00:00:00,0,2,
/organization/1cast,1Cast,http://www.1cast.com,Content|Lifestyle|News|Video,0.0,closed,USA,Kirkland,1,2006-06-01 00:00:00.000000000,2008-08-12,2008-08-12,803 days 00:00:00,0,0,
/organization/1click,1CLICK,http://1click.io,Chat|Mobile,0.0,acquired,IND,Bangalore,1,2012-11-01 00:00:00.000000000,2014-01-26,2014-01-26,451 days 00:00:00,4,13,10000000.0
/organization/1cloudstar-asia,1CloudStar,http://www.1CloudStar.com,Cloud Computing|Content|Digital Media|Enterprise Software|File Sharing|Search,0.0,operating,SGP,Singapore,1,2012-01-01 00:00:00.000000000,2013-08-01,2013-08-01,578 days 00:00:00,17,3,848000.0
/organization/1commmedical,1CommMedical,http://1commmedical.com,Health Care|Insurance|Medical,2500000.0,operating,USA,Ankeny,1,2013-01-01 00:00:00.000000000,2015-04-27,2015-04-27,846 days 00:00:00,100,5,8399000.0
/organization/1d4-pty,1d4 Pty,http://www.immortaloutdoors.com,Geospatial|Maps|Outdoors,40000.0,operating,NOR,missing,1,2008-07-17 20:46:43.240577680,2012-04-11,2012-04-11,1363 days 03:13:16.759422320,0,5,
/organization/1day1song,1Day1Song,http://1day1song.com/,Music Services,0.0,operating,KOR,Seoul,1,2012-12-01 00:00:00.000000000,2013-12-01,2013-12-01,365 days 00:00:00,0,2,
/organization/1daylater,1DayLater,http://1daylater.com,Curated Web|Tracking,43811.0,closed,AUS,Newcastle,2,2009-08-26 00:00:00.000000000,2009-05-01,2009-10-01,-117 days +00:00:00,0,5,1400000.0
/organization/1daymakeover,1DayMakeover,http://www.1daymakeover.com,Cosmetics|E-Commerce|Fashion|Lifestyle|Personal Health|Shopping,50000.0,closed,USA,Santa Ana,1,2008-06-30 00:00:00.000000000,2008-06-30,2008-06-30,0 days 00:00:00,0,3,
/organization/1doc3,1doc3,http://www.1doc3.com,Health and Wellness|Health Care|Internet|SMS,37639.0,operating,COL,Bogotá,1,2013-11-01 00:00:00.000000000,2014-05-21,2014-05-21,201 days 00:00:00,110,15,5000000.0
/organization/1docway,1DocWay,http://1docway.com,Doctors|Health Care|Health Care Information Technology|Video|Video Chat,1700000.0,acquired,USA,New York,2,2011-02-01 00:00:00.000000000,2011-08-10,2015-07-21,190 days 00:00:00,2,11,1500000.0
/organization/1energy-systems,1Energy Systems,http://1energysystems.com,Software,1450000.0,operating,USA,Seattle,1,2010-01-01 00:00:00.000000000,2013-04-22,2013-04-22,1207 days 00:00:00,2,13,1000000.0
/organization/1eq,Babyscripts,http://www.getbabyscripts.com,Health and Wellness|Mobile Health,2100000.0,operating,USA,Washington,3,2013-03-08 00:00:00.000000000,2013-03-11,2015-04-10,3 days 00:00:00,42,21,5000000.0
/organization/1jiajie,1jiajie,http://www.1jiajie.com,E-Commerce,4163132.0,operating,CHN,Beijing,2,2009-12-07 20:46:43.240577680,2013-09-01,2014-09-16,1363 days 03:13:16.759422320,33,6,
/organization/1lay,1Lay,http://1lay.com,Mobile|Mobile Devices|Mobile Security|Security|Tablets,212000.0,operating,RUS,missing,2,2013-07-18 00:00:00.000000000,2014-05-30,2015-11-02,316 days 00:00:00,0,7,
/organization/1life-healthcare,1Life Healthcare,http://www.1life.com,Health and Wellness|Health Care|Services,30000000.0,operating,USA,San Francisco,1,2002-01-01 00:00:00.000000000,2013-03-21,2013-03-21,4097 days 00:00:00,1,23,89400000.0
/organization/1mind,1Mind,http://1mind.com,Social Media,500000.0,operating,USA,Hampton Falls,1,2011-01-01 00:00:00.000000000,2013-08-05,2013-08-05,947 days 00:00:00,13,4,288000.0
/organization/1mpact-revolution-powering-helpfreely-org,1mpact Revolution - Powering Helpfreely.org,http://www.1mpactrevolution.com,Non Profit|Online Shopping|Social Fundraising,761234.4732,operating,ESP,Las Palmas De Gran Canaria,4,2013-09-01 00:00:00.000000000,2013-09-10,2015-11-01,9 days 00:00:00,2,6,
/organization/1mxians,1mxians,http://www.1mxian.com/,missing,15000000.0,operating,CHN,Beijing,1,2014-01-01 00:00:00.000000000,2015-12-02,2015-12-02,700 days 00:00:00,55,2,
/organization/1o1media,1o1Media,http://www.1o1media.com,Content|Distribution|Film|Marketplaces|Monetization|Photography|Video|Video on Demand,0.0,operating,DEU,missing,1,2012-01-01 00:00:00.000000000,2013-10-01,2013-10-01,639 days 00:00:00,0,8,
/organization/1ring,1Ring,http://www.1ring.com,Advertising|Contests|Curated Web|Games|Mobile|Music|News|Sales and Marketing|Startups|Television,0.0,operating,ITA,missing,1,2009-05-01 00:00:00.000000000,2011-02-21,2011-02-21,661 days 00:00:00,0,1,
/organization/1sdk,1SDK,http://www.1sdk.com,Mobile|Mobile Analytics|Predictive Analytics|SaaS,156000.0,operating,DEU,missing,2,2013-01-25 00:00:00.000000000,2013-08-05,2013-09-02,192 days 00:00:00,1,28,9800000.0
/organization/1spire,1spire,http://bitmado.com,Manufacturing,30000.0,operating,USA,Houston,1,2011-10-01 00:00:00.000000000,2011-12-20,2011-12-20,80 days 00:00:00,5,3,172000.0
/organization/1st-merchant-funding,1st Merchant Funding,https://www.1stmerchantfunding.com/,Financial Services|FinTech,10000000.0,operating,USA,Miami,1,2007-01-01 00:00:00.000000000,2014-05-07,2014-05-07,2683 days 00:00:00,12,16,4841000.0
/organization/1stdibs,1stdibs,http://www.1stdibs.com,E-Commerce,117000000.0,operating,USA,New York,5,2001-01-01 00:00:00.000000000,2011-11-03,2015-09-09,3958 days 00:00:00,450,24,102731000.0
/organization/1stgig-com,1stGig.com,http://www.1stgig.com,E-Commerce,750000.0,operating,USA,Saratoga Springs,1,2009-08-01 00:00:00.000000000,2012-10-01,2012-10-01,1157 days 00:00:00,8,6,636000.0
/organization/1v1-draft-gaems,1V1 DRAFT GAEMS,http://1V1GRAFTGAMES.COM,missing,0.0,operating,USA,Asheville,1,2014-09-19 00:00:00.000000000,2014-08-28,2014-08-28,-22 days +00:00:00,0,0,
/organization/1world-online,1World Online,http://1worldonline.com,Analytics|Big Data|Enterprise Software|Market Research|Mobile|Software,4000000.0,operating,USA,San Jose,3,2011-12-01 00:00:00.000000000,2013-07-02,2015-08-13,579 days 00:00:00,57,10,4200000.0
/organization/2-minutes,2 Minutes,http://www.2minutes.fr,Games,1660000.0,operating,FRA,Paris,1,2000-10-01 00:00:00.000000000,2008-06-19,2008-06-19,2818 days 00:00:00,110,4,
/organization/2-observe,2-Observe,http://www.2-observe.be/,Design|Health and Wellness|Health Care|Hospitals|Medical Devices,204189.0,operating,BEL,Ferrières,1,2010-01-01 00:00:00.000000000,2014-06-25,2014-06-25,1636 days 00:00:00,4,2,
/organization/2-pro-media-group,2 Pro Media Group,http://www.2pro.hk,Digital Media|Marketing Automation|Media,41250.0,operating,HKG,missing,1,2011-01-01 00:00:00.000000000,2014-01-01,2014-01-01,1096 days 00:00:00,0,0,
/organization/20-20-gene-systems-inc,20/20 Gene Systems Inc.,http://2020gene.com,Biotechnology|Health Diagnostics,4345427.0,operating,USA,Rockville,3,2000-05-01 00:00:00.000000000,2012-09-25,2015-10-30,4530 days 00:00:00,31,7,1000000.0
/organization/20-20-mobile,20:20 Mobile,http://www.2020mobile.com,Mobile,29750000.0,operating,IRL,Cree,1,2006-09-01 00:00:00.000000000,2008-07-04,2008-07-04,672 days 00:00:00,1200,2,32915000.0
/organization/20lines,20lines,http://20lines.com,Curated Web|Education|Parenting|Publishing,1236454.0,operating,ITA,Roncade,3,2012-01-01 00:00:00.000000000,2012-11-15,2014-06-01,319 days 00:00:00,2,2,3000000.0
/organization/20n,20n,http://20n.com/,Technology,2220000.0,operating,USA,San Francisco,2,2011-03-08 20:46:43.240577680,2014-12-01,2015-05-01,1363 days 03:13:16.759422320,2,8,
/organization/20x200,20x200,http://www.20x200.com,Art|E-Commerce|Social Commerce,2800000.0,operating,USA,New York,2,2007-09-01 00:00:00.000000000,2009-10-01,2010-08-01,761 days 00:00:00,5,7,6148000.0
/organization/2100b-com-llc,2100b Sausalito LLC.,http://2100b.com,Advertising|Direct Marketing|Social Media,50000.0,closed,USA,Sausalito,2,2011-06-15 00:00:00.000000000,2013-01-01,2013-01-01,566 days 00:00:00,0,1,
/organization/21cake-food-co,21Cake Food Co.,http://www.21cake.com,Delivery|Hospitality|Manufacturing,1464128.0,operating,CHN,Beijing,1,2004-01-01 00:00:00.000000000,2010-01-22,2010-01-22,2213 days 00:00:00,120,0,
/organization/21diamonds-india,21Diamonds,http://www.21diamonds.de,E-Commerce,6369507.0,operating,IND,Gurgaon,1,2012-06-01 00:00:00.000000000,2012-11-15,2012-11-15,167 days 00:00:00,0,0,
/organization/21e6,21 Inc,https://21.co,Big Data|Bitcoin|Hardware + Software|Technology,121050000.0,operating,USA,San Francisco,2,2013-05-01 00:00:00.000000000,2013-11-17,2015-03-10,200 days 00:00:00,51,12,
/organization/21st-century-oncology,21st Century Oncology,http://21stcenturyoncology.com,Health and Wellness,325000000.0,operating,USA,Fort Myers,1,2011-01-01 20:46:43.240577680,2014-09-26,2014-09-26,1363 days 03:13:16.759422320,0,4,
/organization/21vianet,21viaNet,http://www.ch.21vianet.com,Software|Web Hosting,396000000.0,ipo,CHN,Beijing,5,2009-10-16 00:00:00.000000000,2008-02-13,2014-12-04,-611 days +00:00:00,630,9,797666000.0
/organization/22nd-century-group,22nd Century Group,http://www.xxiicentury.com,Biotechnology,15034750.0,ipo,USA,Clarence,6,1998-01-01 00:00:00.000000000,2010-12-28,2014-09-18,4744 days 00:00:00,27,10,30948000.0
/organization/22seeds,22seeds,http://www.22seeds.com,Android|Apps|Internet|iPhone|Mobile|Sales and Marketing|Software|Web Development|Web Tools,250000.0,closed,ISR,Tel Aviv,1,2010-01-01 00:00:00.000000000,2013-10-15,2013-10-15,1383 days 00:00:00,0,3,
/organization/2345-com,2345.com,http://www.2345.com,Software,1610541.0,operating,CHN,Shanghai,2,2005-09-01 00:00:00.000000000,2010-05-01,2010-10-01,1703 days 00:00:00,160,5,10000000.0
/organization/2359-media,2359 Media,http://www.2359media.com,Mobile,615000.0,operating,SGP,Singapore,1,2009-02-01 00:00:00.000000000,2011-01-11,2011-01-11,709 days 00:00:00,7,9,10200000.0
/organization/23andme,23andMe,http://23andme.com,Biotechnology|Search,227049900.0,operating,USA,Mountain View,8,2006-04-01 00:00:00.000000000,2005-11-02,2015-07-03,-150 days +00:00:00,770,30,223138000.0
/organization/23press,23press,http://www.23press.com,Blogging Platforms|Software,50000.0,operating,CAN,Toronto,1,2011-06-01 00:00:00.000000000,2011-08-15,2011-08-15,75 days 00:00:00,0,1,
/organization/24-7-card,24/7 Card,http://www.247card.com,Finance,3452941.0,closed,USA,Los Angeles,3,2007-01-30 20:46:43.240577680,2010-10-25,2011-12-21,1363 days 03:13:16.759422320,0,13,2000000.0
/organization/24-7-customer,[24]7,http://247-inc.com,Customer Service|Predictive Analytics|Services|Software|Technology,0.0,operating,USA,Campbell,1,2000-04-01 00:00:00.000000000,2003-07-01,2003-07-01,1186 days 00:00:00,12,23,7500000.0
